source,n,unit,mu,mu_ci_lo,mu_ci_hi,sigma,skewness,excess_kurtosis,rmse,r2,shapiro_W,shapiro_p,dagostino_K2,dagostino_p,ks_D,ks_p_fitted,ks_p_bootstrap,anderson_A2,anderson_crit_5pct,qq_r2,emp_q025,emp_q975,fit_q025,fit_q975,frac_outside_1p96sigma
models/hybrid_tft\hybrid_predictions_feet.csv,712,ft,0.0018241291054984885,0.000941718281100293,0.002706539929896684,0.012013311250277553,-0.17270598755414857,1.002746227881004,0.0121510120644155,0.9934606648257058,0.9873337833181681,7.827301954708514e-06,19.079243999269433,7.194403739055425e-05,0.04765706774348899,0.07626791927961851,0.0,2.3427323699314684,0.783,0.9866308023144311,-0.02423302548369716,0.025050371782343057,-0.021721528280115365,0.02536978649111234,0.05758426966292135
