run_dir,n,date_start,date_end,RMSE_ft,MAE_ft,Bias_ft,R2,NSE,RMSE_scaled,MAE_scaled
models/hybrid_tft,712,2024-01-01,2025-12-12,0.012151012064415573,0.009203443244131531,0.0018241291054984946,0.9934606648257058,0.9934606648257058,0.02689879410825191,0.020373737068030605
